,total_voters,null_votes,valid_votes,url,region,voters,unmarked_votes,no_votes_p,yes_votes_p,yes_votes,no_votes,vulner_idx,yes_no_ratio,elec_part,h_affect
PIJIÑO DEL CARMEN,7813,24,2459,http://plebiscito.registraduria.gov.co/99PL/DPL21048ZZZZZZZZZZZZ_L1.htm,MAGDALENA,2505,22,0.3668,0.6331,1557,902,0,1.7260087241,0.320619480353,1
PINCHOTE,3181,25,1319,http://plebiscito.registraduria.gov.co/99PL/DPL27163ZZZZZZZZZZZZ_L1.htm,SANTANDER,1357,13,0.4374,0.5625,742,577,0,1.28600823045,0.426595410248,0
PINILLOS,16205,41,4858,http://plebiscito.registraduria.gov.co/99PL/DPL05059ZZZZZZZZZZZZ_L1.htm,BOLIVAR,4948,49,0.388,0.6119,2973,1885,0,1.57706185567,0.305337858686,1
PIOJO,5409,15,1509,http://plebiscito.registraduria.gov.co/99PL/DPL03031ZZZZZZZZZZZZ_L1.htm,ATLANTICO,1537,13,0.2591,0.7408,1118,391,0,2.8591277499,0.284156036236,1
PISBA,1021,3,451,http://plebiscito.registraduria.gov.co/99PL/DPL07205ZZZZZZZZZZZZ_L1.htm,BOYACA,463,9,0.5676,0.4323,195,256,0,0.761627906977,0.45347698335,0
PITAL,9123,55,3581,http://plebiscito.registraduria.gov.co/99PL/DPL19058ZZZZZZZZZZZZ_L1.htm,HUILA,3658,22,0.7162,0.2837,1016,2565,0,0.396118402681,0.40096459498,0
PITALITO,89760,405,30656,http://plebiscito.registraduria.gov.co/99PL/DPL19061ZZZZZZZZZZZZ_L1.htm,HUILA,31240,179,0.6522,0.3477,10660,19996,0,0.533118675253,0.348039215686,0
PIVIJAY,28335,84,7246,http://plebiscito.registraduria.gov.co/99PL/DPL21049ZZZZZZZZZZZZ_L1.htm,MAGDALENA,7378,48,0.1287,0.8712,6313,933,0,6.76923076923,0.260384683254,1
PLANADAS,19662,198,5899,http://plebiscito.registraduria.gov.co/99PL/DPL29089ZZZZZZZZZZZZ_L1.htm,TOLIMA,6205,108,0.5222,0.4777,2818,3081,1,0.914783607813,0.315583358763,0
PLANETA RICA,53300,246,14920,http://plebiscito.registraduria.gov.co/99PL/DPL13028ZZZZZZZZZZZZ_L1.htm,CORDOBA,15294,128,0.4184,0.5815,8676,6244,0,1.38981835564,0.286941838649,0
PLATO,39220,98,9615,http://plebiscito.registraduria.gov.co/99PL/DPL21052ZZZZZZZZZZZZ_L1.htm,MAGDALENA,9805,92,0.3435,0.6564,6312,3303,0,1.91091703057,0.25,1
POLICARPA,9537,51,4151,http://plebiscito.registraduria.gov.co/99PL/DPL23098ZZZZZZZZZZZZ_L1.htm,NARIÑO,4257,55,0.111,0.8889,3690,461,0,8.00810810811,0.446366782007,0
POLONIA,114,0,26,http://plebiscito.registraduria.gov.co/99PL/DPL88675ZZZZZZZZZZZZ_L1.htm,CONSULADOS,26,0,0.1923,0.8076,21,5,0,4.19968798752,0.228070175439,0
POLONUEVO,12246,29,3385,http://plebiscito.registraduria.gov.co/99PL/DPL03034ZZZZZZZZZZZZ_L1.htm,ATLANTICO,3437,23,0.1887,0.8112,2746,639,0,4.29888712242,0.280663073657,1
PONEDERA,17776,20,3866,http://plebiscito.registraduria.gov.co/99PL/DPL03035ZZZZZZZZZZZZ_L1.htm,ATLANTICO,3909,23,0.3675,0.6324,2445,1421,0,1.72081632653,0.219903240324,1
POPAYAN,225161,1229,93924,http://plebiscito.registraduria.gov.co/99PL/DPL11001ZZZZZZZZZZZZ_L1.htm,CAUCA,95678,525,0.4112,0.5887,55296,38628,0,1.43166342412,0.424931493465,0
PORE,6622,91,3346,http://plebiscito.registraduria.gov.co/99PL/DPL46700ZZZZZZZZZZZZ_L1.htm,CASANARE,3471,34,0.8021,0.1978,662,2684,2,0.246602667997,0.524161884627,0
PORTUGAL,353,0,73,http://plebiscito.registraduria.gov.co/99PL/DPL88680ZZZZZZZZZZZZ_L1.htm,CONSULADOS,73,0,0.2054,0.7945,58,15,0,3.86806231743,0.206798866856,0
POTOSI,9425,63,3399,http://plebiscito.registraduria.gov.co/99PL/DPL23100ZZZZZZZZZZZZ_L1.htm,NARIÑO,3510,48,0.5322,0.4677,1590,1809,0,0.878804960541,0.372413793103,0
PRADERA,39766,258,14837,http://plebiscito.registraduria.gov.co/99PL/DPL31082ZZZZZZZZZZZZ_L1.htm,VALLE,15215,120,0.4895,0.5104,7574,7263,0,1.04269662921,0.382613287733,0
PRADO,7933,43,2920,http://plebiscito.registraduria.gov.co/99PL/DPL29091ZZZZZZZZZZZZ_L1.htm,TOLIMA,2999,36,0.616,0.3839,1121,1799,1,0.623214285714,0.378041094164,0
PROVIDENCIA,4017,4,1190,http://plebiscito.registraduria.gov.co/99PL/DPL56004ZZZZZZZZZZZZ_L1.htm,SAN ANDRES,1210,16,0.1815,0.8184,974,216,0,4.50909090909,0.301219815783,1
PUEBLO BELLO,16511,37,2491,http://plebiscito.registraduria.gov.co/99PL/DPL12720ZZZZZZZZZZZZ_L1.htm,CESAR,2558,30,0.3151,0.6848,1706,785,0,2.17327832434,0.154927018351,0
PUEBLO NUEVO,23411,92,7310,http://plebiscito.registraduria.gov.co/99PL/DPL13031ZZZZZZZZZZZZ_L1.htm,CORDOBA,7487,85,0.3321,0.6678,4882,2428,0,2.0108401084,0.319806928367,0
PUEBLO RICO,9245,47,2728,http://plebiscito.registraduria.gov.co/99PL/DPL24070ZZZZZZZZZZZZ_L1.htm,RISARALDA,2851,76,0.3695,0.6304,1720,1008,1,1.70608930988,0.308382909681,0
PUEBLORRICO,7113,24,1731,http://plebiscito.registraduria.gov.co/99PL/DPL01202ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1787,32,0.6574,0.3425,593,1138,0,0.520991785823,0.251230141994,0
PUEBLOVIEJO,20274,37,3877,http://plebiscito.registraduria.gov.co/99PL/DPL21055ZZZZZZZZZZZZ_L1.htm,MAGDALENA,4022,108,0.4952,0.5047,1957,1920,0,1.01918416801,0.198382164348,1
PUENTE NACIONAL,12869,72,4349,http://plebiscito.registraduria.gov.co/99PL/DPL27166ZZZZZZZZZZZZ_L1.htm,SANTANDER,4456,35,0.4269,0.573,2492,1857,0,1.34223471539,0.34625845054,0
PUERRES,7410,70,3188,http://plebiscito.registraduria.gov.co/99PL/DPL23103ZZZZZZZZZZZZ_L1.htm,NARIÑO,3292,34,0.3127,0.6872,2191,997,0,2.19763351455,0.444264507422,0
PUERTO ALEGRIA,259,1,57,http://plebiscito.registraduria.gov.co/99PL/DPL60030ZZZZZZZZZZZZ_L1.htm,AMAZONAS,59,1,0.0877,0.9122,52,5,0,10.401368301,0.227799227799,0
PUERTO ARICA,405,0,119,http://plebiscito.registraduria.gov.co/99PL/DPL60040ZZZZZZZZZZZZ_L1.htm,AMAZONAS,119,0,0.1848,0.8151,97,22,0,4.41071428571,0.293827160494,0
PUERTO ASIS,41742,207,10806,http://plebiscito.registraduria.gov.co/99PL/DPL64002ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,11158,145,0.42,0.5799,6267,4539,3,1.38071428571,0.26730870586,0
PUERTO BERRIO,34085,116,8826,http://plebiscito.registraduria.gov.co/99PL/DPL01205ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,9028,86,0.685,0.3149,2780,6046,0,0.459708029197,0.264867243656,0
PUERTO BOYACA,35230,339,13881,http://plebiscito.registraduria.gov.co/99PL/DPL07214ZZZZZZZZZZZZ_L1.htm,BOYACA,14347,127,0.6923,0.3076,4270,9611,0,0.444316047956,0.407238149305,0
PUERTO CAICEDO,8922,79,2749,http://plebiscito.registraduria.gov.co/99PL/DPL64026ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,2878,50,0.2917,0.7082,1947,802,0,2.42783681865,0.322573414033,0
PUERTO CARREÑO,17433,62,4734,http://plebiscito.registraduria.gov.co/99PL/DPL72001ZZZZZZZZZZZZ_L1.htm,VICHADA,4820,24,0.5384,0.4615,2185,2549,3,0.857169390788,0.276487122125,0
PUERTO COLOMBIA,1207,0,105,http://plebiscito.registraduria.gov.co/99PL/DPL50090ZZZZZZZZZZZZ_L1.htm,GUAINIA,106,1,0.4285,0.5714,60,45,0,1.33348891482,0.0878210439105,0
PUERTO CONCORDIA,5998,61,2172,http://plebiscito.registraduria.gov.co/99PL/DPL52047ZZZZZZZZZZZZ_L1.htm,META,2264,31,0.4484,0.5515,1198,974,0,1.22992863515,0.377459153051,0
PUERTO ESCONDIDO,17941,60,5170,http://plebiscito.registraduria.gov.co/99PL/DPL13033ZZZZZZZZZZZZ_L1.htm,CORDOBA,5459,229,0.2263,0.7736,4000,1170,0,3.41847105612,0.304275124018,0
PUERTO GAITAN,22483,188,8450,http://plebiscito.registraduria.gov.co/99PL/DPL52043ZZZZZZZZZZZZ_L1.htm,META,8892,254,0.6671,0.3328,2813,5637,2,0.498875730775,0.395498821332,0
PUERTO GUZMAN,10561,57,3008,http://plebiscito.registraduria.gov.co/99PL/DPL64025ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,3106,41,0.2765,0.7234,2176,832,3,2.61627486438,0.294100937411,0
PUERTO LEGUIZAMO,14436,39,3726,http://plebiscito.registraduria.gov.co/99PL/DPL64004ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,3794,29,0.4549,0.545,2031,1695,3,1.1980655089,0.262815184262,0
PUERTO LIBERTADOR,25885,179,10130,http://plebiscito.registraduria.gov.co/99PL/DPL13032ZZZZZZZZZZZZ_L1.htm,CORDOBA,10422,113,0.2407,0.7592,7691,2439,3,3.15413377649,0.402627004056,0
PUERTO LLERAS,6338,41,2248,http://plebiscito.registraduria.gov.co/99PL/DPL52048ZZZZZZZZZZZZ_L1.htm,META,2313,24,0.5564,0.4435,997,1251,2,0.797088425593,0.364941621963,0
PUERTO LOPEZ,22839,126,9182,http://plebiscito.registraduria.gov.co/99PL/DPL52045ZZZZZZZZZZZZ_L1.htm,META,9355,47,0.7207,0.2792,2564,6618,0,0.387401137783,0.40960637506,0
PUERTO NARE-LA MAGDALENA,12202,55,3881,http://plebiscito.registraduria.gov.co/99PL/DPL01168ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3974,38,0.4122,0.5877,2281,1600,0,1.42576419214,0.325684314047,0
PUERTO NARIÑO,4317,17,1104,http://plebiscito.registraduria.gov.co/99PL/DPL60007ZZZZZZZZZZZZ_L1.htm,AMAZONAS,1153,32,0.2481,0.7518,830,274,0,3.03022974607,0.267083622886,0
PUERTO PARRA,5414,17,1513,http://plebiscito.registraduria.gov.co/99PL/DPL27167ZZZZZZZZZZZZ_L1.htm,SANTANDER,1545,15,0.6781,0.3218,487,1026,0,0.474561274148,0.285371259697,0
PUERTO RICO,7957,79,2996,http://plebiscito.registraduria.gov.co/99PL/DPL52049ZZZZZZZZZZZZ_L1.htm,META,3098,23,0.5183,0.4816,1443,1553,2,0.929191587883,0.389342717104,0
PUERTO RONDON,3637,19,1094,http://plebiscito.registraduria.gov.co/99PL/DPL40020ZZZZZZZZZZZZ_L1.htm,ARAUCA,1131,18,0.6087,0.3912,428,666,2,0.642681123706,0.310970580148,0
PUERTO SALGAR,12932,94,4273,http://plebiscito.registraduria.gov.co/99PL/DPL15202ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,4395,28,0.6674,0.3325,1421,2852,0,0.498201977824,0.339854624188,0
PUERTO SANTANDER,13119,28,2198,http://plebiscito.registraduria.gov.co/99PL/DPL25069ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,2236,10,0.7311,0.2688,591,1607,0,0.367665162085,0.170439820108,0
PUERTO TEJADA,32002,334,12605,http://plebiscito.registraduria.gov.co/99PL/DPL11064ZZZZZZZZZZZZ_L1.htm,CAUCA,13063,124,0.327,0.6729,8482,4123,0,2.05779816514,0.408193237923,0
PUERTO TRIUNFO,12982,42,3830,http://plebiscito.registraduria.gov.co/99PL/DPL01206ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3902,30,0.737,0.2629,1007,2823,0,0.35671641791,0.300570020028,0
PUERTO WILCHES,22860,162,8415,http://plebiscito.registraduria.gov.co/99PL/DPL27169ZZZZZZZZZZZZ_L1.htm,SANTANDER,8619,42,0.513,0.4869,4098,4317,1,0.949122807018,0.377034120735,0
PULI,2856,24,903,http://plebiscito.registraduria.gov.co/99PL/DPL15205ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,938,11,0.516,0.4839,437,466,0,0.937790697674,0.328431372549,0
PUPIALES,14600,140,5830,http://plebiscito.registraduria.gov.co/99PL/DPL23106ZZZZZZZZZZZZ_L1.htm,NARIÑO,6033,63,0.5162,0.4837,2820,3010,0,0.937039907013,0.413219178082,0
PURACE (COCONUCO),8676,54,2280,http://plebiscito.registraduria.gov.co/99PL/DPL11067ZZZZZZZZZZZZ_L1.htm,CAUCA,2386,52,0.3605,0.6394,1458,822,1,1.77364771151,0.275011526049,0
PURIFICACION,20186,105,8184,http://plebiscito.registraduria.gov.co/99PL/DPL29094ZZZZZZZZZZZZ_L1.htm,TOLIMA,8339,50,0.5057,0.4942,4045,4139,1,0.977259244611,0.413108094719,0
PURISIMA,13416,38,3750,http://plebiscito.registraduria.gov.co/99PL/DPL13034ZZZZZZZZZZZZ_L1.htm,CORDOBA,3904,116,0.4741,0.5258,1972,1778,0,1.1090487239,0.29099582588,0
QUEBRADANEGRA,3996,21,1617,http://plebiscito.registraduria.gov.co/99PL/DPL15208ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1651,13,0.7031,0.2968,480,1137,0,0.422130564642,0.413163163163,0
QUETAME,5408,53,2292,http://plebiscito.registraduria.gov.co/99PL/DPL15211ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2352,7,0.6767,0.3232,741,1551,0,0.477611940299,0.434911242604,0
QUIBDO,80380,795,27419,http://plebiscito.registraduria.gov.co/99PL/DPL17001ZZZZZZZZZZZZ_L1.htm,CHOCO,28522,308,0.261,0.7389,20260,7159,0,2.83103448276,0.354839512316,0
QUIMBAYA,29792,154,11684,http://plebiscito.registraduria.gov.co/99PL/DPL26080ZZZZZZZZZZZZ_L1.htm,QUINDIO,12049,211,0.6124,0.3875,4528,7156,0,0.632756368387,0.404437432868,0
QUINCHIA,19821,259,7878,http://plebiscito.registraduria.gov.co/99PL/DPL24078ZZZZZZZZZZZZ_L1.htm,RISARALDA,8321,184,0.4739,0.526,4144,3734,0,1.10993880566,0.419807275112,0
QUIPAMA,4928,32,1703,http://plebiscito.registraduria.gov.co/99PL/DPL07215ZZZZZZZZZZZZ_L1.htm,BOYACA,1768,33,0.6259,0.374,637,1066,0,0.597539543058,0.358766233766,0
QUIPILE,6135,26,2047,http://plebiscito.registraduria.gov.co/99PL/DPL15214ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2095,22,0.636,0.3639,745,1302,0,0.572169811321,0.341483292584,0
RAGONVALIA,6440,23,1688,http://plebiscito.registraduria.gov.co/99PL/DPL25070ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1728,17,0.75,0.25,422,1266,0,0.333333333333,0.268322981366,0
RAMIRIQUI,8601,34,2733,http://plebiscito.registraduria.gov.co/99PL/DPL07217ZZZZZZZZZZZZ_L1.htm,BOYACA,2789,22,0.4635,0.5364,1466,1267,0,1.1572815534,0.324264620393,0
RAQUIRA,4570,44,1666,http://plebiscito.registraduria.gov.co/99PL/DPL07220ZZZZZZZZZZZZ_L1.htm,BOYACA,1730,20,0.5108,0.4891,815,851,0,0.957517619421,0.378555798687,0
RECETOR,1260,43,642,http://plebiscito.registraduria.gov.co/99PL/DPL46760ZZZZZZZZZZZZ_L1.htm,CASANARE,705,20,0.475,0.5249,337,305,1,1.10505263158,0.559523809524,0
REGIDOR,4492,18,1415,http://plebiscito.registraduria.gov.co/99PL/DPL05063ZZZZZZZZZZZZ_L1.htm,BOLIVAR,1437,4,0.2282,0.7717,1092,323,0,3.38168273444,0.319902048085,1
REMEDIOS,17020,126,3415,http://plebiscito.registraduria.gov.co/99PL/DPL01208ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3579,38,0.6527,0.3472,1186,2229,2,0.531944231653,0.210282021152,0
REMOLINO,7037,15,1916,http://plebiscito.registraduria.gov.co/99PL/DPL21058ZZZZZZZZZZZZ_L1.htm,MAGDALENA,1943,12,0.1043,0.8956,1716,200,0,8.58676893576,0.276111979537,1
REPELON,18423,24,4154,http://plebiscito.registraduria.gov.co/99PL/DPL03040ZZZZZZZZZZZZ_L1.htm,ATLANTICO,4213,35,0.1995,0.8004,3325,829,0,4.01203007519,0.22868153938,1
REPUBLICA DOMINICANA,1741,0,512,http://plebiscito.registraduria.gov.co/99PL/DPL88685ZZZZZZZZZZZZ_L1.htm,CONSULADOS,512,0,0.4257,0.5742,294,218,0,1.3488372093,0.294083859851,0
RESTREPO,14911,58,4351,http://plebiscito.registraduria.gov.co/99PL/DPL31085ZZZZZZZZZZZZ_L1.htm,VALLE,4447,38,0.5915,0.4084,1777,2574,0,0.690448013525,0.298236201462,0
RETIRO,15100,58,6848,http://plebiscito.registraduria.gov.co/99PL/DPL01211ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,6951,45,0.6867,0.3132,2145,4703,0,0.456094364351,0.460331125828,0
RICAURTE,13557,48,2921,http://plebiscito.registraduria.gov.co/99PL/DPL23109ZZZZZZZZZZZZ_L1.htm,NARIÑO,3048,79,0.3334,0.6665,1947,974,2,1.99910017996,0.224828501881,0
RIO DE ORO,14285,63,4300,http://plebiscito.registraduria.gov.co/99PL/DPL12750ZZZZZZZZZZZZ_L1.htm,CESAR,4535,172,0.6267,0.3732,1605,2695,0,0.595500239349,0.317465873294,0
RIO IRO,3839,27,1300,http://plebiscito.registraduria.gov.co/99PL/DPL17032ZZZZZZZZZZZZ_L1.htm,CHOCO,1340,13,0.0884,0.9115,1185,115,0,10.3110859729,0.349049231571,0
RIO QUITO (PAIMADO),6144,34,2543,http://plebiscito.registraduria.gov.co/99PL/DPL17035ZZZZZZZZZZZZ_L1.htm,CHOCO,2592,15,0.2272,0.7727,1965,578,3,3.40096830986,0.421875,0
RIOBLANCO,16033,119,4526,http://plebiscito.registraduria.gov.co/99PL/DPL29097ZZZZZZZZZZZZ_L1.htm,TOLIMA,4778,133,0.5119,0.488,2209,2317,1,0.953311193592,0.298010353646,0
RIOFRIO,15859,98,5168,http://plebiscito.registraduria.gov.co/99PL/DPL31088ZZZZZZZZZZZZ_L1.htm,VALLE,5310,44,0.593,0.4069,2103,3065,0,0.686172006745,0.33482565105,0
RIOHACHA,111639,298,27705,http://plebiscito.registraduria.gov.co/99PL/DPL48001ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,28290,287,0.3642,0.6357,17613,10092,0,1.74546952224,0.253406067772,1
RIONEGRO,22075,179,8022,http://plebiscito.registraduria.gov.co/99PL/DPL27172ZZZZZZZZZZZZ_L1.htm,SANTANDER,8296,95,0.6665,0.3334,2675,5347,0,0.500225056264,0.375809739524,0
RIOSUCIO,13524,36,3807,http://plebiscito.registraduria.gov.co/99PL/DPL17034ZZZZZZZZZZZZ_L1.htm,CHOCO,3879,36,0.0906,0.9093,3462,345,3,10.0364238411,0.286823425022,0
RIOVIEJO,5875,30,2127,http://plebiscito.registraduria.gov.co/99PL/DPL05065ZZZZZZZZZZZZ_L1.htm,BOLIVAR,2177,20,0.3004,0.6995,1488,639,3,2.32856191744,0.370553191489,1
RISARALDA,10761,49,2980,http://plebiscito.registraduria.gov.co/99PL/DPL09106ZZZZZZZZZZZZ_L1.htm,CALDAS,3064,35,0.6781,0.3218,959,2021,0,0.474561274148,0.28473190224,0
RIVERA,16199,90,6365,http://plebiscito.registraduria.gov.co/99PL/DPL19064ZZZZZZZZZZZZ_L1.htm,HUILA,6495,40,0.5413,0.4586,2919,3446,0,0.847219656383,0.400950675968,0
ROBERTO PAYAN (SAN JOSE),8368,22,2333,http://plebiscito.registraduria.gov.co/99PL/DPL23112ZZZZZZZZZZZZ_L1.htm,NARIÑO,2365,10,0.0848,0.9151,2135,198,3,10.7912735849,0.282624282983,0
ROLDANILLO,28313,115,11003,http://plebiscito.registraduria.gov.co/99PL/DPL31091ZZZZZZZZZZZZ_L1.htm,VALLE,11174,56,0.5791,0.4208,4631,6372,0,0.726644793645,0.394659696959,0
RONCESVALLES,4175,48,1496,http://plebiscito.registraduria.gov.co/99PL/DPL29100ZZZZZZZZZZZZ_L1.htm,TOLIMA,1566,22,0.4866,0.5133,768,728,0,1.05487053021,0.375089820359,0
RONDON,2283,17,895,http://plebiscito.registraduria.gov.co/99PL/DPL07223ZZZZZZZZZZZZ_L1.htm,BOYACA,929,17,0.4759,0.524,469,426,0,1.10107165371,0.406920718353,0
ROSAS,8645,90,3005,http://plebiscito.registraduria.gov.co/99PL/DPL11070ZZZZZZZZZZZZ_L1.htm,CAUCA,3178,83,0.4029,0.597,1794,1211,0,1.48175725987,0.367611336032,0
ROVIRA,19506,152,6063,http://plebiscito.registraduria.gov.co/99PL/DPL29103ZZZZZZZZZZZZ_L1.htm,TOLIMA,6272,57,0.707,0.2929,1776,4287,0,0.414285714286,0.321542089613,0
RUSIA,304,0,34,http://plebiscito.registraduria.gov.co/99PL/DPL88700ZZZZZZZZZZZZ_L1.htm,CONSULADOS,34,0,0.0882,0.9117,31,3,0,10.3367346939,0.111842105263,0
SABANA DE TORRES,20581,124,7733,http://plebiscito.registraduria.gov.co/99PL/DPL27174ZZZZZZZZZZZZ_L1.htm,SANTANDER,7916,59,0.6914,0.3085,2386,5347,1,0.446196123807,0.384626597347,0
SABANAGRANDE,22784,29,5086,http://plebiscito.registraduria.gov.co/99PL/DPL03043ZZZZZZZZZZZZ_L1.htm,ATLANTICO,5132,17,0.3607,0.6392,3251,1835,0,1.77210978653,0.225245786517,1
SABANALARGA,2758,30,1344,http://plebiscito.registraduria.gov.co/99PL/DPL46800ZZZZZZZZZZZZ_L1.htm,CASANARE,1387,13,0.494,0.5059,680,664,0,1.02408906883,0.502900652647,0
SABANAS DE SAN ANGEL,10380,17,1818,http://plebiscito.registraduria.gov.co/99PL/DPL21060ZZZZZZZZZZZZ_L1.htm,MAGDALENA,1868,33,0.4004,0.5995,1090,728,0,1.49725274725,0.179961464355,1
SABANETA,59616,285,26858,http://plebiscito.registraduria.gov.co/99PL/DPL01218ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,27182,39,0.6293,0.3706,9955,16903,0,0.588908310822,0.455951422437,0
SABOYA,9555,112,3496,http://plebiscito.registraduria.gov.co/99PL/DPL07226ZZZZZZZZZZZZ_L1.htm,BOYACA,3664,56,0.3575,0.6424,2246,1250,0,1.79692307692,0.383464154893,0
SACAMA,1537,77,660,http://plebiscito.registraduria.gov.co/99PL/DPL46815ZZZZZZZZZZZZ_L1.htm,CASANARE,751,14,0.1469,0.853,563,97,0,5.8066712049,0.488614183474,0
SACHICA,3320,13,1326,http://plebiscito.registraduria.gov.co/99PL/DPL07232ZZZZZZZZZZZZ_L1.htm,BOYACA,1350,11,0.4705,0.5294,702,624,0,1.12518597237,0.406626506024,0
SAHAGUN,78125,284,26263,http://plebiscito.registraduria.gov.co/99PL/DPL13037ZZZZZZZZZZZZ_L1.htm,CORDOBA,26824,277,0.3717,0.6282,16501,9762,0,1.69007263923,0.3433472,0
SALADOBLANCO,8635,53,3356,http://plebiscito.registraduria.gov.co/99PL/DPL19067ZZZZZZZZZZZZ_L1.htm,HUILA,3447,38,0.5768,0.4231,1420,1936,0,0.733529819695,0.399189345686,0
SALAMINA,7454,10,1295,http://plebiscito.registraduria.gov.co/99PL/DPL21067ZZZZZZZZZZZZ_L1.htm,MAGDALENA,1313,8,0.4301,0.5698,738,557,0,1.32480818414,0.176147035149,1
SALAZAR,7487,106,3003,http://plebiscito.registraduria.gov.co/99PL/DPL25073ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,3156,47,0.6756,0.3243,974,2029,0,0.480017761989,0.421530653132,0
SALDAÑA,12416,53,4417,http://plebiscito.registraduria.gov.co/99PL/DPL29105ZZZZZZZZZZZZ_L1.htm,TOLIMA,4492,22,0.6687,0.3312,1463,2954,0,0.495289367429,0.361791237113,0
SALENTO,5762,32,2519,http://plebiscito.registraduria.gov.co/99PL/DPL26090ZZZZZZZZZZZZ_L1.htm,QUINDIO,2578,27,0.6613,0.3386,853,1666,0,0.512021775291,0.447414092329,0
SALGAR,13483,24,2403,http://plebiscito.registraduria.gov.co/99PL/DPL01220ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2474,47,0.6745,0.3254,782,1621,0,0.482431430689,0.183490321145,0
SAMACA,13405,130,4683,http://plebiscito.registraduria.gov.co/99PL/DPL07235ZZZZZZZZZZZZ_L1.htm,BOYACA,4849,36,0.4996,0.5003,2343,2340,0,1.0014011209,0.361730697501,0
SAMANA,16191,209,6327,http://plebiscito.registraduria.gov.co/99PL/DPL09115ZZZZZZZZZZZZ_L1.htm,CALDAS,6692,156,0.5552,0.4447,2814,3513,0,0.800972622478,0.413316039775,0
SAMANIEGO,22140,166,8431,http://plebiscito.registraduria.gov.co/99PL/DPL23115ZZZZZZZZZZZZ_L1.htm,NARIÑO,8666,69,0.1611,0.8388,7072,1359,0,5.20670391061,0.391418247516,0
SAMPUES,30974,170,11412,http://plebiscito.registraduria.gov.co/99PL/DPL28160ZZZZZZZZZZZZ_L1.htm,SUCRE,11708,126,0.4027,0.5972,6816,4596,0,1.48298981872,0.377994446956,0
SAN AGUSTIN,23344,144,8393,http://plebiscito.registraduria.gov.co/99PL/DPL19070ZZZZZZZZZZZZ_L1.htm,HUILA,8630,93,0.6734,0.3265,2741,5652,1,0.484852984853,0.369688142563,0
SAN ALBERTO,18215,99,6596,http://plebiscito.registraduria.gov.co/99PL/DPL12800ZZZZZZZZZZZZ_L1.htm,CESAR,6734,39,0.6215,0.3784,2496,4100,0,0.608849557522,0.369695306066,0
SAN ANDRES,7084,79,2954,http://plebiscito.registraduria.gov.co/99PL/DPL27175ZZZZZZZZZZZZ_L1.htm,SANTANDER,3085,52,0.4441,0.5558,1642,1312,0,1.25151992794,0.435488424619,0
SAN ANDRES DE SOTAVENTO,27627,134,10459,http://plebiscito.registraduria.gov.co/99PL/DPL13040ZZZZZZZZZZZZ_L1.htm,CORDOBA,10741,148,0.2701,0.7298,7633,2826,0,2.70196223621,0.388786332211,0
SAN ANTERO,20685,88,6957,http://plebiscito.registraduria.gov.co/99PL/DPL13043ZZZZZZZZZZZZ_L1.htm,CORDOBA,7080,35,0.3744,0.6255,4352,2605,0,1.67067307692,0.342277012328,0
SAN ANTONIO,10013,94,3867,http://plebiscito.registraduria.gov.co/99PL/DPL29106ZZZZZZZZZZZZ_L1.htm,TOLIMA,4044,83,0.7163,0.2836,1097,2770,0,0.395923495742,0.403874962549,0
SAN ANTONIO DEL TEQUENDAMA,8637,33,3311,http://plebiscito.registraduria.gov.co/99PL/DPL15220ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,3360,16,0.4853,0.5146,1704,1607,0,1.06037502576,0.389023966655,0
SAN BENITO,2989,8,863,http://plebiscito.registraduria.gov.co/99PL/DPL27178ZZZZZZZZZZZZ_L1.htm,SANTANDER,880,9,0.3232,0.6767,584,279,0,2.09375,0.294412847106,0
SAN BENITO ABAD,18505,46,5377,http://plebiscito.registraduria.gov.co/99PL/DPL28180ZZZZZZZZZZZZ_L1.htm,SUCRE,5485,62,0.3565,0.6434,3460,1917,0,1.80476858345,0.296406376655,0
SAN BERNARDO,6072,50,3064,http://plebiscito.registraduria.gov.co/99PL/DPL23120ZZZZZZZZZZZZ_L1.htm,NARIÑO,3171,57,0.3825,0.6174,1892,1172,1,1.61411764706,0.522233201581,0
